Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Oman/4604/2018	EPI1393461	2018-09-30	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.08	13.00	2018.75	2018-09-30
A/SaudiArabia/1152587505/2018	EPI1315947	2018-06-23	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.13	12.00	2018.48	2018-06-24
A/AbuDhabi/136/2018	EPI1329711	2018-10-20	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.07	12.00	2018.80	2018-10-20
A/Yokohama/105/2018	EPI1326898	2018-10-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.07	12.00	2018.79	2018-10-15
A/England/74680296/2017	EPI1139645	2017-11-15	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	13.00	2017.88	2017-11-16
A/India/1038/2017	EPI1164269	2017-12-19	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	12.00	2017.97	2017-12-20
A/Peru/7418/2018	EPI1266978	2018-02-20	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.14	12.00	2018.14	2018-02-20
A/Ecuador/3670/2017	EPI1182015	2017-12-26	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.21	12.00	2017.99	2017-12-27
A/Ecuador/7215/2018	EPI1365544	2018-03-06	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.13	12.00	2018.18	2018-03-06
A/Peru/7118/2018	EPI1266970	2018-03-04	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.13	14.00	2018.18	2018-03-05
A/Ecuador/625/2017	EPI1181984	2017-12-22	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.21	12.00	2017.98	2017-12-23
A/Ecuador/3798/2018	EPI1181325	2018-01-18	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.18	12.00	2018.05	2018-01-19
A/Colombia/2555/2018	EPI1385440	2018-11-29	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.91	2018-11-30
A/Wakayama/134/2017	EPI1169072	2017-12-13	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.24	12.00	2017.95	2017-12-13
A/Ecuador/997/2017	EPI1195421	2017-12-28	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.20	12.00	2017.99	2017-12-28
A/Ecuador/731/2017	EPI1181365	2017-12-26	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.21	12.00	2017.99	2017-12-27
A/VinaDelMar/93229/2018	EPI1393624	2018-10-30	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	14.00	2018.83	2018-10-30
A/Ecuador/3491/2018	EPI1385732	2018-12-08	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.05	14.00	2018.94	2018-12-09
A/Venezuela/4/2018	EPI1277854	2018-08-07	South America	Venezuela	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	13.00	2018.60	2018-08-07
A/Argentina/13782/2018	EPI1312390	2018-08-06	South America	Argentina	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	13.00	2018.60	2018-08-06
A/Argentina/13766/2018	EPI1314402	2018-08-06	South America	Argentina	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	13.00	2018.60	2018-XX-XX
A/Peru/7218/2018	EPI1267026	2018-05-24	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.14	12.00	2018.39	2018-05-24
A/Bolivia/2185/2018	EPI1385345	2018-10-30	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	14.00	2018.83	2018-10-30
A/Osorno/88979/2018	EPI1393618	2018-09-23	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	12.00	2018.73	2018-09-23
A/Valdivia/82564/2018	EPI1393616	2018-09-06	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	12.00	2018.68	2018-09-07
A/PuertoMontt/87368/2018	EPI1392795	2018-10-12	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	12.00	2018.78	2018-10-12
A/PuertoMontt/87367/2018	EPI1392787	2018-10-09	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	12.00	2018.77	2018-10-10
A/Colombia/469/2018	EPI1385409	2018-12-24	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	13.00	2018.98	2018-12-24
A/Colombia/7886/2018	EPI1245791	2018-03-16	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.16	12.00	2018.21	2018-03-17
A/Suriname/167/2018	EPI1316219	2018-06-12	South America	Suriname	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	13.00	2018.45	2018-06-13
A/Bridgend/6340/2018	EPI1318965	2018-10-28	Europe	United Kingdom	unknown	Public Health Wales Microbiology	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	14.00	2018.83	2018-10-29
A/Iceland/73/2018	EPI1262201	2018-04-02	Europe	Iceland	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.14	12.00	2018.25	2018-04-03
A/Panama/325395/2018	EPI1385501	2018-10-05	North America	Panama	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	12.00	2018.76	2018-10-05
A/Taiwan/79730/2018	EPI1382634	2018-10-24	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	12.00	2018.82	2018-10-25
A/Ireland/80216/2018	EPI1335727	2018-11-11	Europe	Ireland	unknown	Ucd National Virus Reference Laboratory	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	12.00	2018.87	2018-11-12
A/Ecuador/16/2018	EPI1181976	2018-01-02	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.27	12.00	2018.01	2018-01-02
A/Ecuador/32/2018	EPI1181349	2018-01-03	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.27	12.00	2018.01	2018-01-03
A/Ecuador/385/2018	EPI1181999	2018-01-11	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.26	12.00	2018.03	2018-01-11
A/Ecuador/72/2018	EPI1182039	2018-01-04	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.27	12.00	2018.01	2018-01-05
A/Catalonia/NSVH110673676/2018	EPI1313358	2018-08-02	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	13.00	2018.59	2018-08-02
A/California/95/2019	EPI1408506	2019-03-18	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2019.21	2019-03-18
A/Catalonia/NSVH131078467/2018	EPI1305758	2018-09-06	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	12.00	2018.68	2018-09-07
A/Bolivia/1748/2018	EPI1316409	2018-08-07	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	12.00	2018.60	2018-08-07
A/Bolivia/1912/2018	EPI1316441	2018-09-05	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	13.00	2018.68	2018-09-05
A/Ecuador/7239/2018	EPI1365552	2018-03-11	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.23	12.00	2018.19	2018-03-12
A/Colombia/7888/2018	EPI1245799	2018-03-18	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.22	12.00	2018.21	2018-03-18
A/Ecuador/2089/2019	EPI1408174	2019-01-13	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	14.00	2019.04	2019-01-13
A/Ecuador/815/2018	EPI1408159	2018-12-13	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	15.00	2018.95	2018-12-13
A/Colombia/2463/2018	EPI1373129	2018-11-22	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	14.00	2018.89	2018-11-22
A/Colombia/2259/2018	EPI1385448	2018-11-08	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	14.00	2018.86	2018-11-09
A/Argentina/13806/2018	EPI1312606	2018-08-14	South America	Argentina	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	14.00	2018.62	2018-08-15
A/Coyhaique/95157/2018	EPI1363326	2018-11-07	South America	Chile	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	13.00	2018.85	2018-11-08
A/Iquique/90051/2018	EPI1393622	2018-09-15	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	12.00	2018.71	2018-09-15
A/Abertillery/6649/2018	EPI1328481	2018-11-29	Europe	United Kingdom	unknown	Public Health Wales Microbiology Cardiff	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.07	12.00	2018.91	2018-11-29
A/Saskatchewan/RV3939/2018	EPI1338251	2018-10-04	North America	Canada	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	12.00	2018.76	2018-10-04
A/Malta/53336/2019	EPI1393991	2019-01-21	Europe	Malta	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	12.00	2019.06	2019-01-21
A/Malta/53434/2019	EPI1393995	2019-01-22	Europe	Malta	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	12.00	2019.06	2019-01-22
A/India/298/2017	EPI1078430	2017-07-08	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.22	10.00	2017.52	2017-07-08
A/England/60/2017	EPI1112372	2017-08-07	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.18	10.00	2017.60	2017-08-08
A/England/58/2017	EPI1112364	2017-08-07	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.18	10.00	2017.60	2017-08-08
A/England/57/2017	EPI1112775	2017-08-07	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.18	10.00	2017.60	2017-08-08
A/England/62/2017	EPI1112388	2017-08-10	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.18	10.00	2017.61	2017-08-11
A/England/61/2017	EPI1112380	2017-08-11	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.18	10.00	2017.61	2017-08-12
A/England/64/2017	EPI1112779	2017-08-15	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.17	10.00	2017.62	2017-08-16
A/CoteDIvoire/79/2018	EPI1315075	2018-01-25	Africa	Cote D Ivoire	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	12.00	2018.07	2018-01-25
A/Ontario/RV2292/2017	EPI1105432	2017-09-06	North America	Canada	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.17	10.00	2017.68	2017-09-07
A/Rostov-onDon/3196/2017	EPI1177431	2017-09-21	West Asia	Russia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.15	10.00	2017.73	2017-09-22
A/RostovOnDon/3171/2017	EPI1140307	2017-09-20	West Asia	Russia	unknown	State Research Center Of Virology And Biotechnology (Vector)	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.15	10.00	2017.72	2017-09-20
A/Brisbane/208/2017	EPI1179369	2017-12-30	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2018.00	2017-12-31
A/England/86/2017	EPI1139323	2017-11-21	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	10.00	2017.89	2017-11-21
A/England/112/2018	EPI1200223	2018-01-22	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	10.00	2018.06	2018-01-22
A/Kuwait/7669/2017	EPI1241395	2017-11-21	West Asia	Kuwait	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	10.00	2017.89	2017-11-21
A/Cambodia/AD07350/2018	EPI1265818	2018-03-04	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	11.00	2018.17	2018-03-04
A/Brisbane/46/2018	EPI1269271	2018-04-21	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	12.00	2018.31	2018-04-22
A/SaudiArabia/1014307787/2018	EPI1319784	2018-06-05	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	11.00	2018.43	2018-06-06
A/Oman/6052/2018	EPI1328961	2018-11-14	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2018.87	2018-11-14
A/Netherlands/10599/2018	EPI1331054	2018-09-10	Europe	Netherlands	unknown	National Institute For Public Health And The Environment (Rivm)	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.05	11.00	2018.70	2018-09-11
A/Netherlands/10597/2018	EPI1331046	2018-09-13	Europe	Netherlands	unknown	National Institute For Public Health And The Environment (Rivm)	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.05	11.00	2018.70	2018-09-13
A/Argentina/10/2018	EPI1227652	2018-01-29	South America	Argentina	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	12.00	2018.08	2018-01-29
A/Belgium/G0543/2017	EPI1145873	2017-10-05	Europe	Belgium	unknown	Scientific Institute Of Public Health (Wiv Isp)	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.15	11.00	2017.76	2017-10-06
A/Berlin/45/2018	EPI1213550	2018-03-12	Europe	Germany	unknown	Robert Koch Institute Nationales Referenzzentrum F?r Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	13.00	2018.20	2018-03-13
A/Bahrain/362/2018	EPI1259369	2018-05-13	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.03	11.00	2018.36	2018-05-13
A/Bahrain/384/2018	EPI1316187	2018-06-01	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.03	11.00	2018.42	2018-06-01
A/Bahrain/381/2018	EPI1311887	2018-05-31	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.03	11.00	2018.41	2018-05-31
A/Philippines/2/2018	EPI1388460	2018-06-09	Southeast Asia	Philippines	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.03	11.00	2018.44	2018-06-10
A/Guyane/355/2017	EPI1186160	2017-12-28	South America	French Guiana	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2017.99	2017-12-28
A/Canberra/15/2018	EPI1274882	2018-06-29	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.02	12.00	2018.49	2018-06-29
A/Canberra/14/2018	EPI1278465	2018-06-29	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.02	12.00	2018.49	2018-06-29
A/Paris/1616/2017	EPI1133807	2017-11-26	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	11.00	2017.91	2017-11-27
A/Serbia/7572/2018	EPI1262247	2018-04-02	Europe	Serbia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.25	2018-04-03
A/Pakistan/1615/2018	EPI1320043	2018-02-23	West Asia	Pakistan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	11.00	2018.15	2018-02-23
A/Dnipro/415/2018	EPI1257027	2018-04-25	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.31	2018-04-25
A/Tomsk/140-L/2018	EPI1280199	2018-04-02	West Asia	Russia	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	0.21	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	13.00	2018.25	2018-04-02
A/Maldives/1496/2017	EPI1175798	2017-12-18	South Asia	Maldives	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	11.00	2017.96	2017-12-18
A/Vitebsk/2152/2018	EPI1272044	2018-04-14	Europe	Belarus	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	11.00	2018.29	2018-04-15
A/Bahrain/360/2018	EPI1311895	2018-05-10	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.03	12.00	2018.36	2018-05-10
A/SaudiArabia/24/2018	EPI1329050	2018-05-02	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.33	2018-05-02
A/CzechRepublic/1342/2017	EPI1093386	2017-10-08	Europe	Czech Republic	unknown	State Veterinary Institute Prague	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.15	11.00	2017.77	2017-10-08
A/Niger/5422/2017	EPI1180412	2017-11-28	Africa	Niger	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	12.00	2017.91	2017-11-28
A/Maryland/85/2017	EPI1099220	2017-10-20	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.14	10.00	2017.80	2017-10-20
A/Niger/5366/2017	EPI1180404	2017-10-31	Africa	Niger	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.13	10.00	2017.83	2017-10-31
A/BurkinaFaso/954/2018	EPI1313843	2018-03-11	Africa	Burkina Faso	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.05	11.00	2018.19	2018-03-12
A/Annecy/1878/2017	EPI1188243	2017-09-09	Europe	France	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.20	10.00	2017.69	2017-09-09
A/Lyon-Croix-Rousse/1874/2017	EPI1188359	2017-09-09	Europe	France	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.20	10.00	2017.69	2017-09-09
A/Jordan/1136/2017	EPI1188275	2017-09-08	West Asia	Jordan	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.21	10.00	2017.69	2017-09-08
A/Niger/5634/2017	EPI1245917	2017-11-22	Africa	Niger	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.13	11.00	2017.89	2017-11-22
